compound	no_of_replicates	dose	matching_score	assay	normalization	category
ftorafur	5	0.12 uM	0.2210594382536788	Cell Painting	non_spherized	all_data
fulvestrant	4	0.12 uM	0.220856945942236	Cell Painting	non_spherized	all_data
fusidic-acid	5	0.12 uM	0.2588662923292035	Cell Painting	non_spherized	all_data
gabapentin	5	0.12 uM	0.8708938365429	Cell Painting	non_spherized	all_data
galeterone	5	0.12 uM	0.3763598541555533	Cell Painting	non_spherized	all_data
ganaxolone	5	0.12 uM	0.42411123113479	Cell Painting	non_spherized	all_data
gatifloxacin	5	0.12 uM	0.3414331635057148	Cell Painting	non_spherized	all_data
gdc-0068	5	0.12 uM	0.0499575490978937	Cell Painting	non_spherized	all_data
gdc-0152	5	0.12 uM	0.6540161860917997	Cell Painting	non_spherized	all_data
gdc-0199	5	0.12 uM	0.5739671056844351	Cell Painting	non_spherized	all_data
gdc-0834	5	0.12 uM	0.2589048107533965	Cell Painting	non_spherized	all_data
gefitinib	5	0.12 uM	0.3909394927263481	Cell Painting	non_spherized	all_data
gemcitabine	5	0.12 uM	0.9084883748153332	Cell Painting	non_spherized	all_data
gemfibrozil	5	0.12 uM	0.3140701753826644	Cell Painting	non_spherized	all_data
gemifloxacin	2	0.12 uM	0.0199685359232748	Cell Painting	non_spherized	all_data
genz-644282	5	0.12 uM	0.9051449364186732	Cell Painting	non_spherized	all_data
gestrinone	5	0.12 uM	0.2096723432093177	Cell Painting	non_spherized	all_data
gimeracil	5	0.12 uM	0.0445779200814811	Cell Painting	non_spherized	all_data
ginkgolide-b	5	0.12 uM	0.0125613507424624	Cell Painting	non_spherized	all_data
glasdegib	5	0.12 uM	0.2872591815420828	Cell Painting	non_spherized	all_data
gliclazide	5	0.12 uM	0.0682307625986183	Cell Painting	non_spherized	all_data
glimepiride	5	0.12 uM	0.1532950913211677	Cell Painting	non_spherized	all_data
glipizide	5	0.12 uM	0.5793574425999723	Cell Painting	non_spherized	all_data
gliquidone	5	0.12 uM	0.0316796736132741	Cell Painting	non_spherized	all_data
glycitein	5	0.12 uM	0.2155627038007797	Cell Painting	non_spherized	all_data
glycopyrrolate	5	0.12 uM	0.4494199457803526	Cell Painting	non_spherized	all_data
golvatinib	5	0.12 uM	0.472459423839442	Cell Painting	non_spherized	all_data
goserelin-acetate	5	0.12 uM	0.3356383193001877	Cell Painting	non_spherized	all_data
granisetron	5	0.12 uM	0.2157498515187865	Cell Painting	non_spherized	all_data
grazoprevir	5	0.12 uM	-0.022757760674511	Cell Painting	non_spherized	all_data
griseofulvin	5	0.12 uM	0.2834133405589123	Cell Painting	non_spherized	all_data
gsk1292263	5	0.12 uM	0.4820284498350914	Cell Painting	non_spherized	all_data
gsk2110183	5	0.12 uM	0.3483709662276359	Cell Painting	non_spherized	all_data
gsk256066	2	0.12 uM	0.3499015739640886	Cell Painting	non_spherized	all_data
gsk2636771	5	0.12 uM	0.2409473814338047	Cell Painting	non_spherized	all_data
guanabenz	5	0.12 uM	0.6505791582065827	Cell Painting	non_spherized	all_data
guanadrel	5	0.12 uM	0.4580185024633854	Cell Painting	non_spherized	all_data
guanethidine	5	0.12 uM	0.3776431219274086	Cell Painting	non_spherized	all_data
gw842166	5	0.12 uM	0.1358510715137714	Cell Painting	non_spherized	all_data
halcinonide	5	0.12 uM	0.7581036460704877	Cell Painting	non_spherized	all_data
haloperidol	5	0.12 uM	0.7042367102929479	Cell Painting	non_spherized	all_data
hc-030031	5	0.12 uM	0.1634712206170056	Cell Painting	non_spherized	all_data
hesperidin	5	0.12 uM	0.0384385894568001	Cell Painting	non_spherized	all_data
hexachlorophene	5	0.12 uM	0.7395628785014129	Cell Painting	non_spherized	all_data
histamine	4	0.12 uM	0.2573838172324626	Cell Painting	non_spherized	all_data
homochlorcyclizine	5	0.12 uM	0.2867127505049425	Cell Painting	non_spherized	all_data
homoharringtonine	5	0.12 uM	0.885833058683418	Cell Painting	non_spherized	all_data
honokiol	5	0.12 uM	0.4895982235697401	Cell Painting	non_spherized	all_data
hydrocortisone	5	0.12 uM	0.6769813397184384	Cell Painting	non_spherized	all_data
hydroxyurea	5	0.12 uM	0.4080685434790735	Cell Painting	non_spherized	all_data
hymecromone	5	0.12 uM	0.4803507927104468	Cell Painting	non_spherized	all_data
hypericin	5	0.12 uM	0.1510672858519377	Cell Painting	non_spherized	all_data
i-bet-762	5	0.12 uM	0.6714543433272255	Cell Painting	non_spherized	all_data
ib-meca	5	0.12 uM	0.1360909422747142	Cell Painting	non_spherized	all_data
ibrutinib	5	0.12 uM	0.6655750580416737	Cell Painting	non_spherized	all_data
ibudilast	5	0.12 uM	0.5398527189250958	Cell Painting	non_spherized	all_data
ibuprofen	5	0.12 uM	0.3776465297645081	Cell Painting	non_spherized	all_data
ibutamoren	5	0.12 uM	0.3112898191463693	Cell Painting	non_spherized	all_data
ici-162846	5	0.12 uM	0.3330903872556241	Cell Painting	non_spherized	all_data
ici-185,282	5	0.12 uM	0.2885519629816592	Cell Painting	non_spherized	all_data
ici-192605	5	0.12 uM	0.3789791475473297	Cell Painting	non_spherized	all_data
idalopirdine	5	0.12 uM	-0.009488592550968	Cell Painting	non_spherized	all_data
idelalisib	5	0.12 uM	0.4083618747845406	Cell Painting	non_spherized	all_data
idoxuridin	5	0.12 uM	0.4179864389611354	Cell Painting	non_spherized	all_data
ifosfamide	5	0.12 uM	0.4863311322505015	Cell Painting	non_spherized	all_data
iguratimod	5	0.12 uM	0.7661664896320647	Cell Painting	non_spherized	all_data
ilomastat	5	0.12 uM	0.3415880212044515	Cell Painting	non_spherized	all_data
imatinib	5	0.12 uM	0.4358652069877655	Cell Painting	non_spherized	all_data
imexon	5	0.12 uM	0.1335528664424238	Cell Painting	non_spherized	all_data
imiloxan	5	0.12 uM	0.3462527914009753	Cell Painting	non_spherized	all_data
imipramine	2	0.12 uM	-0.0723540678426752	Cell Painting	non_spherized	all_data
imiquimod	5	0.12 uM	0.277413275054216	Cell Painting	non_spherized	all_data
indacaterol	5	0.12 uM	0.1149465306254049	Cell Painting	non_spherized	all_data
indapamide	5	0.12 uM	0.3176431844227025	Cell Painting	non_spherized	all_data
indibulin	5	0.12 uM	0.7198341107138464	Cell Painting	non_spherized	all_data
indinavir	5	0.12 uM	0.331574946233957	Cell Painting	non_spherized	all_data
indiplon	5	0.12 uM	0.0445815430053634	Cell Painting	non_spherized	all_data
indirubin	5	0.12 uM	0.468347758774833	Cell Painting	non_spherized	all_data
indobufen	5	0.12 uM	0.5878533354119189	Cell Painting	non_spherized	all_data
indole	4	0.12 uM	0.3295465727939594	Cell Painting	non_spherized	all_data
indoprofen	2	0.12 uM	0.3070610729727785	Cell Painting	non_spherized	all_data
indoramin	5	0.12 uM	0.1572277397243886	Cell Painting	non_spherized	all_data
ingenol-mebutate	5	0.12 uM	0.899684024542585	Cell Painting	non_spherized	all_data
iniparib	5	0.12 uM	0.3192194678946059	Cell Painting	non_spherized	all_data
inosine	5	0.12 uM	0.4841488782962919	Cell Painting	non_spherized	all_data
inositol	5	0.12 uM	0.2031212616273321	Cell Painting	non_spherized	all_data
iowh032	5	0.12 uM	0.3641859455833289	Cell Painting	non_spherized	all_data
ipratropium	5	0.12 uM	0.3421676501474157	Cell Painting	non_spherized	all_data
ipriflavone	5	0.12 uM	0.3008334260341673	Cell Painting	non_spherized	all_data
irinotecan	5	0.12 uM	0.3008821008725538	Cell Painting	non_spherized	all_data
isbufylline	5	0.12 uM	0.5811773736078526	Cell Painting	non_spherized	all_data
isoconazole	5	0.12 uM	0.510316714626078	Cell Painting	non_spherized	all_data
isofloxythepin	5	0.12 uM	0.417683687849665	Cell Painting	non_spherized	all_data
isosorbide	5	0.12 uM	0.4241383642354913	Cell Painting	non_spherized	all_data
isradipine	5	0.12 uM	0.313669048993933	Cell Painting	non_spherized	all_data
istaroxime	5	0.12 uM	0.1839119996170662	Cell Painting	non_spherized	all_data
itopride	5	0.12 uM	0.2807922484290353	Cell Painting	non_spherized	all_data
ivabradine	5	0.12 uM	0.3999978621936176	Cell Painting	non_spherized	all_data
ivacaftor	5	0.12 uM	0.5658727319448456	Cell Painting	non_spherized	all_data
ivermectin	5	0.12 uM	0.2751699656579393	Cell Painting	non_spherized	all_data
ixabepilone	5	0.12 uM	0.7147078567167942	Cell Painting	non_spherized	all_data
josamycin	5	0.12 uM	0.1282694289599727	Cell Painting	non_spherized	all_data
kakonein	5	0.12 uM	0.5742847872699821	Cell Painting	non_spherized	all_data
kbg	4	0.12 uM	0.2457051506253258	Cell Painting	non_spherized	all_data
kd-023	5	0.12 uM	0.3799208974462129	Cell Painting	non_spherized	all_data
kd025	5	0.12 uM	0.1257573544923753	Cell Painting	non_spherized	all_data
ketoconazole	5	0.12 uM	0.1183285552954252	Cell Painting	non_spherized	all_data
ketoprofen	5	0.12 uM	0.2464040326568705	Cell Painting	non_spherized	all_data
ketorolac	2	0.12 uM	0.1478771286456685	Cell Painting	non_spherized	all_data
ketotifen	5	0.12 uM	0.0937346354779279	Cell Painting	non_spherized	all_data
kpt-330	5	0.12 uM	0.7809057059302176	Cell Painting	non_spherized	all_data
kw-2449	5	0.12 uM	0.3979085521552233	Cell Painting	non_spherized	all_data
kw-2478	2	0.12 uM	0.1845117544942246	Cell Painting	non_spherized	all_data
kx2-391	5	0.12 uM	0.8386734989793512	Cell Painting	non_spherized	all_data
l-citrulline	5	0.12 uM	0.3454990433410331	Cell Painting	non_spherized	all_data
l-ergothioneine	5	0.12 uM	0.5264312413251333	Cell Painting	non_spherized	all_data
l-name	5	0.12 uM	0.4611208172134551	Cell Painting	non_spherized	all_data
labetalol	5	0.12 uM	0.2090855890732271	Cell Painting	non_spherized	all_data
lacitol	5	0.12 uM	0.3401561787152556	Cell Painting	non_spherized	all_data
lacosamide	5	0.12 uM	0.0494152727795367	Cell Painting	non_spherized	all_data
lafutidine	5	0.12 uM	0.823105756961342	Cell Painting	non_spherized	all_data
lamivudine	4	0.12 uM	0.2153746503014085	Cell Painting	non_spherized	all_data
lamotrigine	5	0.12 uM	0.4944611997536611	Cell Painting	non_spherized	all_data
lapatinib	5	0.12 uM	0.6486562149736259	Cell Painting	non_spherized	all_data
lasalocid	4	0.12 uM	0.4953028669755796	Cell Painting	non_spherized	all_data
latanoprost	5	0.12 uM	0.1899685468133649	Cell Painting	non_spherized	all_data
lcl-161	5	0.12 uM	0.5172740383351472	Cell Painting	non_spherized	all_data
ledipasvir	5	0.12 uM	0.5684472943813149	Cell Painting	non_spherized	all_data
leflunomide	5	0.12 uM	0.5300536615464759	Cell Painting	non_spherized	all_data
lenalidomide	5	0.12 uM	0.3233734118117045	Cell Painting	non_spherized	all_data
lenvatinib	2	0.12 uM	-0.1770716360265362	Cell Painting	non_spherized	all_data
lerisetron	5	0.12 uM	0.1434053412824374	Cell Painting	non_spherized	all_data
lersivirine	4	0.12 uM	0.4333131559567064	Cell Painting	non_spherized	all_data
lestaurtinib	5	0.12 uM	0.8631137209403736	Cell Painting	non_spherized	all_data
letermovir	5	0.12 uM	0.4742221904459114	Cell Painting	non_spherized	all_data
levalbuterol	5	0.12 uM	0.4389375039008598	Cell Painting	non_spherized	all_data
levamisole	5	0.12 uM	0.4041745590963573	Cell Painting	non_spherized	all_data
levcromakalim	5	0.12 uM	0.3577788268253364	Cell Painting	non_spherized	all_data
levetiracetam	5	0.12 uM	0.4033493157266204	Cell Painting	non_spherized	all_data
levobunolol	5	0.12 uM	0.5251120362846028	Cell Painting	non_spherized	all_data
levocabastine	5	0.12 uM	0.3624650667679145	Cell Painting	non_spherized	all_data
levocetirizine	5	0.12 uM	0.024703425617958	Cell Painting	non_spherized	all_data
levofloxacin	5	0.12 uM	0.2188123462915312	Cell Painting	non_spherized	all_data
levomequitazine	5	0.12 uM	0.3060724123746832	Cell Painting	non_spherized	all_data
levonorgestrel	5	0.12 uM	0.5807695491675706	Cell Painting	non_spherized	all_data
levosimendan	4	0.12 uM	0.2565400452420938	Cell Painting	non_spherized	all_data
levothyroxine	5	0.12 uM	0.2708189504936183	Cell Painting	non_spherized	all_data
lgx818	5	0.12 uM	0.7512050326205897	Cell Painting	non_spherized	all_data
licochalcone-a	5	0.12 uM	0.4361088958912049	Cell Painting	non_spherized	all_data
lidamidine	5	0.12 uM	0.3955237084452019	Cell Painting	non_spherized	all_data
lidocaine	5	0.12 uM	0.2415811058787461	Cell Painting	non_spherized	all_data
lidoflazine	5	0.12 uM	0.5447275223152062	Cell Painting	non_spherized	all_data
linezolid	5	0.12 uM	0.835228005385708	Cell Painting	non_spherized	all_data
linifanib	5	0.12 uM	0.0085248639234941	Cell Painting	non_spherized	all_data
linopirdine	5	0.12 uM	0.0783021918680416	Cell Painting	non_spherized	all_data
linsidomine	5	0.12 uM	0.5908346253540591	Cell Painting	non_spherized	all_data
linsitinib	5	0.12 uM	0.488653250678383	Cell Painting	non_spherized	all_data
liranaftate	5	0.12 uM	0.5545459321461399	Cell Painting	non_spherized	all_data
lisinopril	5	0.12 uM	0.3857114323120109	Cell Painting	non_spherized	all_data
lisofylline	5	0.12 uM	0.1959534818819678	Cell Painting	non_spherized	all_data
lobenzarit	5	0.12 uM	0.2741177852539195	Cell Painting	non_spherized	all_data
lodoxamide	5	0.12 uM	0.1135614571684937	Cell Painting	non_spherized	all_data
lofexidine	4	0.12 uM	0.0628329782789423	Cell Painting	non_spherized	all_data
lomeguatrib	5	0.12 uM	0.365978190627057	Cell Painting	non_spherized	all_data
lomerizine	5	0.12 uM	0.0534136411585145	Cell Painting	non_spherized	all_data
lomitapide	5	0.12 uM	0.3190352941360874	Cell Painting	non_spherized	all_data
lonafarnib	5	0.12 uM	0.6726319794019116	Cell Painting	non_spherized	all_data
lonidamine	5	0.12 uM	-0.0993468151502257	Cell Painting	non_spherized	all_data
loperamide	5	0.12 uM	0.2059168076207106	Cell Painting	non_spherized	all_data
lopinavir	5	0.12 uM	0.4414508438935907	Cell Painting	non_spherized	all_data
loratadine	5	0.12 uM	0.4012419973995307	Cell Painting	non_spherized	all_data
lorazepam	5	0.12 uM	0.6801512407054747	Cell Painting	non_spherized	all_data
lorcaserin	5	0.12 uM	0.2357868881968927	Cell Painting	non_spherized	all_data
lorglumide	5	0.12 uM	0.0535244612010051	Cell Painting	non_spherized	all_data
losmapimod	5	0.12 uM	0.3967685499964358	Cell Painting	non_spherized	all_data
loxoprofen	2	0.12 uM	0.1786038826847465	Cell Painting	non_spherized	all_data
lucitanib	5	0.12 uM	0.2534797073077945	Cell Painting	non_spherized	all_data
luliconazole	5	0.12 uM	0.1733417700998643	Cell Painting	non_spherized	all_data
lupanine	5	0.12 uM	0.1416553028751566	Cell Painting	non_spherized	all_data
lurasidone	5	0.12 uM	0.2247760216537471	Cell Painting	non_spherized	all_data
lx1031	5	0.12 uM	0.452348293485516	Cell Painting	non_spherized	all_data
ly215490	5	0.12 uM	0.1189479653171756	Cell Painting	non_spherized	all_data
ly2228820	5	0.12 uM	0.5251875984027489	Cell Painting	non_spherized	all_data
ly2334737	5	0.12 uM	0.5962940486619323	Cell Painting	non_spherized	all_data
ly2784544	5	0.12 uM	0.4698510236609595	Cell Painting	non_spherized	all_data
ly2811376	5	0.12 uM	0.2972510587151315	Cell Painting	non_spherized	all_data
ly2874455	5	0.12 uM	0.9422030738907315	Cell Painting	non_spherized	all_data
ly2886721	5	0.12 uM	0.4523668789538822	Cell Painting	non_spherized	all_data
macitentan	5	0.12 uM	0.383581648443695	Cell Painting	non_spherized	all_data
malotilate	5	0.12 uM	0.1618373251774481	Cell Painting	non_spherized	all_data
manumycin-a	5	0.12 uM	0.1442223863039897	Cell Painting	non_spherized	all_data
maprotiline	5	0.12 uM	0.3563309015452265	Cell Painting	non_spherized	all_data
maraviroc	5	0.12 uM	0.1978063451517361	Cell Painting	non_spherized	all_data
maribavir	5	0.12 uM	0.1878114679395646	Cell Painting	non_spherized	all_data
marimastat	5	0.12 uM	0.5404760750801822	Cell Painting	non_spherized	all_data
masitinib	5	0.12 uM	-0.0689791103239606	Cell Painting	non_spherized	all_data
masoprocol	5	0.12 uM	0.6955571854940688	Cell Painting	non_spherized	all_data
maxacalcitol	5	0.12 uM	0.4565185759382377	Cell Painting	non_spherized	all_data
mazindol	5	0.12 uM	0.099515442724833	Cell Painting	non_spherized	all_data
mbx-2982	5	0.12 uM	0.1343497377729638	Cell Painting	non_spherized	all_data
mcpp	5	0.12 uM	0.0508274583522291	Cell Painting	non_spherized	all_data
mebendazole	5	0.12 uM	0.5181154152904752	Cell Painting	non_spherized	all_data
mecamylamine	5	0.12 uM	0.479916040550748	Cell Painting	non_spherized	all_data
meclofenamic-acid	5	0.12 uM	0.2534856868358254	Cell Painting	non_spherized	all_data
meclozine	5	0.12 uM	0.455841349218988	Cell Painting	non_spherized	all_data
medroxyprogesterone-acetate	5	0.12 uM	0.6681360231209559	Cell Painting	non_spherized	all_data
medrysone	5	0.12 uM	0.66793725858182	Cell Painting	non_spherized	all_data
meglitinide	5	0.12 uM	0.5545076381071989	Cell Painting	non_spherized	all_data
meisoindigo	5	0.12 uM	0.4392135901292359	Cell Painting	non_spherized	all_data
mek162	5	0.12 uM	0.4756174066209736	Cell Painting	non_spherized	all_data
melatonin	5	0.12 uM	0.3807957663185286	Cell Painting	non_spherized	all_data
meloxicam	5	0.12 uM	0.1151090885005679	Cell Painting	non_spherized	all_data
melperone	5	0.12 uM	0.1480058887483091	Cell Painting	non_spherized	all_data
menadione	5	0.12 uM	0.3737147263219701	Cell Painting	non_spherized	all_data
mepacrine	5	0.12 uM	0.2003040224434049	Cell Painting	non_spherized	all_data
mepazine	5	0.12 uM	0.3574718990660509	Cell Painting	non_spherized	all_data
mephentermine	5	0.12 uM	0.3231750487806408	Cell Painting	non_spherized	all_data
mepivacaine	4	0.12 uM	0.2455242460343554	Cell Painting	non_spherized	all_data
mepyramine	5	0.12 uM	0.1384891300802984	Cell Painting	non_spherized	all_data
merbarone	5	0.12 uM	0.1819457055322084	Cell Painting	non_spherized	all_data
mericitabine	5	0.12 uM	0.3035064057311643	Cell Painting	non_spherized	all_data
merimepodib	5	0.12 uM	0.1220134856058954	Cell Painting	non_spherized	all_data
mestranol	5	0.12 uM	0.2432675949290151	Cell Painting	non_spherized	all_data
mesulergine	5	0.12 uM	0.4059021842076247	Cell Painting	non_spherized	all_data
metamizole	5	0.12 uM	0.217842007230011	Cell Painting	non_spherized	all_data
metatinib	5	0.12 uM	0.5256479248790463	Cell Painting	non_spherized	all_data
metenkephalin	5	0.12 uM	0.1252086957934399	Cell Painting	non_spherized	all_data
metergoline	5	0.12 uM	0.4003896510442974	Cell Painting	non_spherized	all_data
metformin	5	0.12 uM	0.2870775188331624	Cell Painting	non_spherized	all_data
methazolamide	5	0.12 uM	0.6551975614148895	Cell Painting	non_spherized	all_data
methimazole	5	0.12 uM	0.594382576800857	Cell Painting	non_spherized	all_data
methiopril	5	0.12 uM	0.2428733029752724	Cell Painting	non_spherized	all_data
methocarbamol	5	0.12 uM	0.0399742033618266	Cell Painting	non_spherized	all_data
methoxsalen	5	0.12 uM	0.3036369359330554	Cell Painting	non_spherized	all_data
methyldopa	5	0.12 uM	0.7664926903124435	Cell Painting	non_spherized	all_data
methylnaltrexone	5	0.12 uM	0.5595345290314269	Cell Painting	non_spherized	all_data
methylprednisolone	5	0.12 uM	0.824168048384142	Cell Painting	non_spherized	all_data
metixene	5	0.12 uM	0.2355856666624418	Cell Painting	non_spherized	all_data
metoclopramide	5	0.12 uM	0.0364933638843724	Cell Painting	non_spherized	all_data
metolazone	5	0.12 uM	0.4312177953942787	Cell Painting	non_spherized	all_data
metoprolol	5	0.12 uM	0.2479474034637167	Cell Painting	non_spherized	all_data
mf-101	5	0.12 uM	0.5080754543917292	Cell Painting	non_spherized	all_data
mianserin	5	0.12 uM	0.2310752858785836	Cell Painting	non_spherized	all_data
mibampator	2	0.12 uM	0.0276097742060024	Cell Painting	non_spherized	all_data
